,RiskPerformance,ExternalRiskEstimate,MSinceMostRecentTradeOpen,MSinceMostRecentDelq,MSinceMostRecentInqexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden
733,Bad,58,6,16,2,86,-8
734,Bad,68,1,-7,0,50,-8
735,Bad,84,5,-7,0,22,84
736,Good,82,10,-7,17,32,50
737,Good,77,3,6,-8,11,-8
738,Good,82,12,-7,-8,32,-8
739,Good,84,4,-7,12,14,88
740,Bad,85,7,33,3,4,97
741,Bad,75,14,-7,10,58,82
742,Good,57,4,2,1,59,77
743,Good,83,18,35,17,6,-8
744,Bad,68,7,27,0,50,77
745,Good,89,4,-7,3,12,-8
746,Bad,57,13,3,15,81,-8
747,Bad,76,2,11,9,17,-8
748,Bad,62,19,16,8,62,-8
749,Good,81,13,-7,3,34,36
750,Good,74,9,-7,8,42,88
751,Good,70,4,11,3,48,76
752,Good,79,10,-7,10,25,-8
753,Bad,78,15,-7,0,11,51
754,Bad,71,2,-7,0,95,61
755,Good,85,3,-7,17,7,-8
756,Good,79,2,-7,1,25,61
757,Good,62,2,4,17,3,53
758,Good,79,1,44,2,4,75
759,Bad,76,1,81,1,82,87
760,Good,78,1,-7,2,42,-8
761,Good,89,3,-7,15,0,-8
762,Bad,70,0,71,0,20,-8
763,Bad,70,3,0,3,16,80
764,Bad,72,4,57,0,59,79
765,Good,83,3,-7,12,13,-8
766,Good,77,11,-7,13,24,71
767,Good,90,8,-7,8,0,93
768,Bad,67,2,63,0,30,-8
769,Good,73,1,-7,0,70,90
770,Good,80,9,-7,-8,73,-8
771,Good,70,6,-7,1,65,71
772,Good,85,8,-7,8,0,-8
773,Good,62,2,-7,19,92,56
774,Good,55,68,7,1,0,-8
775,Good,88,12,-7,11,7,-8
776,Good,52,2,2,7,52,46
777,Bad,70,2,-7,2,61,51
778,Good,87,11,-7,0,14,48
779,Good,86,9,59,0,5,-8
780,Good,86,13,-7,21,13,-8
781,Good,85,6,-7,0,4,-8
782,Good,73,4,81,1,20,89
783,Good,60,1,-7,0,30,84
784,Good,66,4,-7,4,54,79
785,Good,81,4,-7,3,30,97
786,Good,72,10,48,0,62,-8
787,Good,80,2,-7,2,1,70
788,Good,82,6,66,10,2,84
789,Good,77,2,-7,4,53,65
790,Good,70,8,-7,7,69,83
791,Good,74,16,-7,1,66,57
792,Good,75,7,-7,23,37,67
793,Good,68,16,-7,16,52,79
794,Bad,73,7,46,5,49,74
795,Good,90,5,-7,3,1,-8
796,Bad,69,6,23,5,53,87
797,Bad,72,13,-7,13,85,14
798,Good,79,4,-7,0,40,79
799,Good,89,6,62,20,8,90
800,Good,82,17,-7,1,2,42
801,Good,49,21,1,11,89,25
802,Good,66,4,73,1,65,78
803,Good,83,2,-7,-8,18,-8
804,Good,68,11,-7,12,1,-8
805,Good,84,16,-7,3,5,-8
806,Good,79,15,12,3,22,40
807,Bad,73,8,16,0,38,11
808,Good,79,3,-7,3,43,-8
809,Good,90,15,-7,14,4,-8
810,Good,69,3,41,3,69,100
811,Good,75,4,-7,4,44,60
812,Bad,74,3,6,1,19,59
813,Good,82,4,-7,3,18,84
814,Good,74,4,14,13,23,63
815,Good,86,10,-7,7,4,29
816,Bad,57,4,3,5,63,62
817,Good,70,0,-7,0,62,25
818,Good,89,1,-7,0,3,-8
819,Bad,70,0,-7,0,46,89
820,Good,-9,-9,-9,-9,-9,-9
821,Good,78,9,-7,8,9,80
822,Bad,72,12,-7,11,47,-8
823,Good,79,13,-7,0,30,31
824,Good,84,14,-7,19,9,37
825,Good,67,10,4,2,0,-8
826,Good,87,5,-7,4,3,-8
827,Good,72,9,9,-8,7,54
828,Good,63,4,29,6,42,73
829,Good,87,4,-7,0,3,-8
830,Good,90,14,-7,0,1,82
831,Bad,80,15,-7,14,34,75
832,Good,78,9,-7,-8,20,85
833,Good,86,0,-7,-8,37,-8
834,Good,88,4,-7,6,3,71
835,Good,90,2,-7,21,11,79
836,Good,79,20,56,23,6,-8
837,Good,75,2,77,2,9,79
838,Good,84,5,-7,6,3,100
839,Good,70,5,67,0,31,33
840,Bad,64,8,-7,5,74,84
841,Good,71,3,-7,0,31,99
842,Bad,80,2,-7,0,6,88
843,Bad,63,11,-7,7,85,20
844,Bad,80,11,-7,11,32,84
845,Good,73,1,41,8,28,99
846,Bad,61,9,3,0,57,67
847,Good,83,3,-7,4,18,-8
848,Bad,74,4,11,3,3,100
849,Good,75,4,26,7,79,96
850,Good,84,6,-7,0,1,93
851,Good,77,4,61,12,15,64
852,Good,66,3,1,3,45,46
853,Bad,60,3,8,8,33,-8
854,Bad,70,1,14,1,20,-8
855,Good,78,4,-7,3,7,2
856,Good,68,9,-7,0,92,65
857,Good,74,5,-7,7,26,84
858,Good,82,37,12,4,1,-8
859,Bad,76,2,40,3,29,-8
860,Bad,68,4,19,0,50,76
861,Good,76,7,69,4,11,-8
862,Good,81,11,-7,11,55,-8
863,Bad,-9,-9,-9,-9,-9,-9
864,Good,72,2,11,0,9,-8
865,Good,88,19,-7,16,8,62
866,Good,84,12,-7,11,18,85
867,Bad,63,2,-7,1,57,78
868,Bad,66,3,11,3,34,-8
869,Good,68,13,-7,2,61,-8
870,Bad,71,8,7,3,11,-8
871,Bad,85,4,-7,2,4,-8
872,Bad,88,3,-7,2,6,41
873,Good,65,3,51,2,47,89
874,Good,-9,-9,-9,-9,-9,-9
875,Good,81,2,-7,1,8,99
876,Good,-9,-9,-9,-9,-9,-9
877,Good,80,12,-7,0,32,61
878,Good,85,18,-7,2,1,-8
879,Good,84,24,-7,2,3,20
880,Good,70,3,8,3,15,45
881,Good,80,3,-7,5,41,100
882,Bad,56,15,0,14,21,60
883,Bad,64,2,15,2,30,-8
884,Good,80,6,-7,7,30,58
885,Good,70,7,-7,-8,-8,92
886,Bad,63,13,5,5,0,-8
887,Good,89,6,-7,7,6,90
888,Good,80,27,-7,0,34,-8
889,Good,74,17,23,16,37,88
890,Bad,-9,-9,-9,-9,-9,-9
891,Good,82,4,-7,3,24,41
892,Good,-9,-9,-9,-9,-9,-9
893,Good,69,4,31,0,58,82
894,Good,77,4,-7,8,31,89
895,Good,77,27,-7,0,75,-8
896,Good,71,3,22,10,31,60
897,Bad,64,11,25,11,92,35
898,Good,83,24,-7,23,33,42
899,Good,89,1,-7,-8,6,31
900,Good,88,5,-7,14,2,-8
901,Good,81,29,-7,-8,25,-8
902,Good,83,2,-7,2,5,84
903,Good,79,34,-7,6,-8,-8
904,Bad,51,9,2,2,21,31
905,Good,84,3,-7,0,6,-8
906,Good,84,5,-7,-8,47,87
907,Good,80,29,-7,0,51,-8
908,Good,76,4,61,11,93,80
909,Good,81,2,-7,3,11,-8
910,Good,75,2,62,0,10,38
911,Good,93,13,-7,3,0,99
912,Good,86,4,-7,2,11,-8
913,Bad,67,10,12,0,83,-8
914,Good,68,2,-7,1,31,33
915,Bad,77,19,-7,4,0,93
916,Good,82,1,31,1,0,-8
917,Good,87,2,-7,10,4,-8
918,Good,90,6,-7,1,4,86
919,Good,84,4,72,5,5,82
920,Bad,64,6,6,0,36,92
921,Good,64,1,3,1,34,-8
922,Good,71,16,60,0,18,-8
923,Bad,61,9,-7,2,51,95
924,Good,83,5,42,-8,11,-8
925,Good,67,6,12,23,16,48
926,Good,63,36,1,8,23,33
927,Good,73,6,-7,1,31,-8
928,Bad,70,3,6,1,5,53
929,Good,-9,-9,-9,-9,-9,-9
930,Good,78,2,-7,2,40,-8
931,Good,69,20,29,-8,24,49
932,Good,77,12,52,8,0,85
933,Bad,84,6,-7,-8,0,57
934,Good,69,4,-7,3,90,80
935,Bad,83,13,34,3,0,-8
936,Good,82,9,-7,2,23,87
937,Bad,51,2,1,0,94,51
938,Good,74,1,-7,1,41,68
939,Good,-9,-9,-9,-9,-9,-9
940,Good,75,2,78,0,39,97
941,Good,90,5,-7,-8,5,101
942,Good,89,11,-7,-8,4,-8
943,Bad,69,21,6,-8,0,-8
944,Good,88,4,-7,0,0,-8
945,Good,86,4,-7,0,4,-8
946,Good,78,10,-7,-8,56,69
947,Good,82,2,40,3,25,-8
948,Good,72,4,-7,4,25,83
949,Good,71,5,2,4,1,-8
950,Bad,69,6,35,7,45,98
951,Good,81,8,-7,15,17,38
952,Good,79,26,-7,0,10,15
953,Good,76,1,25,0,3,68
954,Good,63,3,10,2,55,83
955,Bad,63,2,5,3,36,28
956,Bad,69,4,38,0,8,59
957,Good,85,4,-7,2,7,-8
958,Bad,66,3,11,4,14,-8
959,Bad,-9,-9,-9,-9,-9,-9
960,Bad,57,3,7,1,54,-8
961,Bad,64,3,-7,0,21,61
962,Good,73,3,21,4,5,-8
963,Good,79,17,80,-8,19,80
964,Good,83,6,-7,4,26,-8
965,Good,86,2,-7,0,7,73
966,Good,81,11,77,21,0,-8
967,Good,85,8,-7,7,0,94
968,Good,88,6,-7,5,0,50
969,Good,84,3,-7,6,12,-8
970,Good,72,11,-7,0,14,-8
971,Good,-9,-9,-9,-9,-9,-9
972,Good,88,5,-7,3,6,94
973,Good,88,2,-7,6,6,76
974,Good,80,3,58,5,21,81
975,Bad,65,2,-7,0,64,62
976,Good,74,2,-7,1,5,78
977,Good,76,15,-7,-8,92,82
978,Good,74,2,18,5,0,90
979,Good,87,3,-7,-8,19,62
980,Good,89,17,-7,0,14,-8
981,Good,86,8,-7,14,5,61
982,Good,65,3,8,1,48,-8
983,Good,84,11,-7,4,1,-8
984,Bad,63,27,1,0,36,11
985,Good,87,17,-7,16,4,78
986,Good,83,2,24,1,6,62
987,Good,86,3,-7,0,28,-8
988,Good,78,7,-7,7,36,92
989,Good,84,3,36,1,0,74
990,Bad,73,7,13,20,19,47
991,Good,72,18,14,17,22,53
992,Good,83,3,-7,2,31,66
993,Good,73,50,-7,-8,16,-8
994,Good,88,33,-7,-8,0,-8
995,Bad,61,4,-7,0,73,61
996,Good,90,29,-7,-8,1,-8
997,Good,82,4,-7,3,28,94
998,Bad,63,6,0,2,18,80
999,Bad,63,4,45,4,67,-8
1000,Bad,64,3,-7,0,55,75
1001,Bad,80,20,-7,1,0,10
1002,Bad,57,6,2,7,60,39
1003,Bad,88,6,-7,5,1,68
1004,Bad,65,3,-7,2,81,71
1005,Bad,63,10,5,15,59,51
1006,Bad,55,0,2,7,33,65
1007,Bad,84,8,38,20,0,-8
1008,Bad,68,5,-7,0,6,-8
1009,Bad,91,7,-7,7,0,-8
1010,Bad,57,3,22,0,64,29
1011,Bad,61,14,3,0,98,64
1012,Bad,75,9,13,0,16,91
1013,Good,72,22,-8,0,24,-8
1014,Good,68,3,-7,0,66,87
1015,Bad,63,4,11,0,16,81
1016,Bad,70,2,24,0,29,84
1017,Good,-9,-9,-9,-9,-9,-9
1018,Bad,76,3,31,0,2,-8
1019,Good,71,3,-7,0,41,75
1020,Good,70,7,11,0,15,-8
1021,Bad,79,52,-7,0,21,-8
1022,Bad,79,15,33,0,12,-8
1023,Bad,65,15,5,0,30,-8
1024,Good,73,2,12,0,25,-8
1025,Good,68,11,18,0,61,-8
1026,Good,86,14,-7,0,0,-8
1027,Good,73,4,31,0,30,91
1028,Bad,50,4,4,0,89,42
1029,Good,89,33,-7,0,0,-8
1030,Bad,-9,-9,-9,-9,-9,-9
1031,Good,77,6,-7,-7,12,-8
1032,Bad,73,24,-7,-7,54,37
1033,Bad,66,4,-7,-7,78,69
1034,Bad,78,7,22,-7,15,19
1035,Good,61,20,16,-7,86,85
1036,Bad,61,1,10,-7,41,21
1037,Bad,73,15,-7,-7,62,-8
1038,Bad,65,17,4,-7,14,-8
1039,Good,58,1,-7,-7,98,-8
1040,Bad,83,17,-7,-7,14,-8
1041,Good,88,17,-7,-7,20,-8
1042,Good,61,1,38,-7,76,61
1043,Bad,71,9,-7,8,77,-8
1044,Good,75,7,-7,9,20,88
1045,Good,71,12,48,0,83,-8
1046,Bad,55,13,1,4,46,24
1047,Good,81,2,37,2,0,-8
1048,Bad,55,19,3,16,79,87
1049,Bad,57,16,3,16,98,95
1050,Bad,59,27,15,-8,58,-8
1051,Good,73,9,27,0,20,-8
1052,Good,88,9,-7,-8,2,15
1053,Bad,64,10,25,0,107,-8
1054,Bad,66,2,55,0,13,88
1055,Good,81,12,-7,-8,0,89
1056,Bad,70,7,40,2,38,-8
1057,Bad,63,14,-7,6,94,100
1058,Good,83,7,-7,0,16,85
1059,Bad,58,4,23,2,-8,103
1060,Good,76,1,67,6,21,96
1061,Bad,58,9,25,0,61,33
1062,Bad,77,6,3,0,10,91
1063,Bad,-9,-9,-9,-9,-9,-9
1064,Good,75,1,28,-8,5,44
1065,Good,69,7,2,1,14,73
1066,Good,70,4,2,0,6,78
1067,Good,67,7,-7,7,51,22
1068,Good,84,20,-7,20,32,-8
1069,Good,62,3,10,3,93,-8
1070,Good,84,7,-7,0,0,93
1071,Good,77,2,-7,3,42,-8
1072,Good,-9,-9,-9,-9,-9,-9
1073,Good,85,17,48,9,5,-8
1074,Good,88,2,-7,1,9,66
1075,Good,78,3,-7,10,46,68
1076,Bad,71,8,22,1,24,-8
1077,Good,67,5,-7,2,48,50
1078,Good,69,3,43,1,61,93
1079,Bad,70,8,27,0,68,-8
1080,Bad,-9,-9,-9,-9,-9,-9
1081,Bad,-9,-9,-9,-9,-9,-9
1082,Bad,-9,-9,-9,-9,-9,-9
1083,Good,-9,-9,-9,-9,-9,-9
1084,Bad,-9,-9,-9,-9,-9,-9
1085,Bad,-9,-9,-9,-9,-9,-9
1086,Good,-9,-9,-9,-9,-9,-9
1087,Good,-9,-9,-9,-9,-9,-9
1088,Bad,-9,-9,-9,-9,-9,-9
1089,Good,-9,-9,-9,-9,-9,-9
1090,Bad,-9,-9,-9,-9,-9,-9
1091,Bad,-9,-9,-9,-9,-9,-9
1092,Good,-9,-9,-9,-9,-9,-9
1093,Good,-9,-9,-9,-9,-9,-9
1094,Bad,-9,-9,-9,-9,-9,-9
1095,Good,-9,-9,-9,-9,-9,-9
1096,Bad,-9,-9,-9,-9,-9,-9
1097,Bad,-9,-9,-9,-9,-9,-9
1098,Bad,-9,-9,-9,-9,-9,-9
1099,Bad,-9,-9,-9,-9,-9,-9
1100,Bad,-9,-9,-9,-9,-9,-9
1101,Bad,-9,-9,-9,-9,-9,-9
1102,Bad,-9,-9,-9,-9,-9,-9
1103,Good,-9,-9,-9,-9,-9,-9
1104,Bad,-9,-9,-9,-9,-9,-9
1105,Bad,-9,-9,-9,-9,-9,-9
1106,Bad,-9,-9,-9,-9,-9,-9
1107,Bad,-9,-9,-9,-9,-9,-9
1108,Bad,-9,-9,-9,-9,-9,-9
1109,Good,-9,-9,-9,-9,-9,-9
1110,Bad,-9,-9,-9,-9,-9,-9
1111,Bad,-9,-9,-9,-9,-9,-9
1112,Bad,-9,-9,-9,-9,-9,-9
1113,Bad,-9,-9,-9,-9,-9,-9
1114,Good,-9,-9,-9,-9,-9,-9
1115,Good,-9,-9,-9,-9,-9,-9
1116,Bad,-9,-9,-9,-9,-9,-9
1117,Bad,-9,-9,-9,-9,-9,-9
1118,Bad,-9,-9,-9,-9,-9,-9
1119,Bad,-9,-9,-9,-9,-9,-9
1120,Good,-9,-9,-9,-9,-9,-9
1121,Good,-9,-9,-9,-9,-9,-9
1122,Bad,-9,-9,-9,-9,-9,-9
1123,Bad,-9,-9,-9,-9,-9,-9
1124,Bad,-9,-9,-9,-9,-9,-9
1125,Bad,-9,-9,-9,-9,-9,-9
1126,Bad,-9,-9,-9,-9,-9,-9
1127,Bad,-9,-9,-9,-9,-9,-9
1128,Good,-9,-9,-9,-9,-9,-9
1129,Bad,-9,-9,-9,-9,-9,-9
1130,Bad,-9,-9,-9,-9,-9,-9
1131,Bad,-9,-9,-9,-9,-9,-9
1132,Bad,-9,-9,-9,-9,-9,-9
1133,Bad,-9,-9,-9,-9,-9,-9
1134,Bad,-9,-9,-9,-9,-9,-9
1135,Bad,-9,-9,-9,-9,-9,-9
1136,Bad,-9,-9,-9,-9,-9,-9
1137,Good,-9,-9,-9,-9,-9,-9
1138,Bad,-9,-9,-9,-9,-9,-9
1139,Good,-9,-9,-9,-9,-9,-9
1140,Good,-9,-9,-9,-9,-9,-9
1141,Good,-9,-9,-9,-9,-9,-9
1142,Bad,-9,-9,-9,-9,-9,-9
1143,Bad,-9,-9,-9,-9,-9,-9
1144,Bad,-9,-9,-9,-9,-9,-9
1145,Bad,-9,-9,-9,-9,-9,-9
1146,Bad,-9,-9,-9,-9,-9,-9
1147,Good,-9,-9,-9,-9,-9,-9
1148,Good,-9,-9,-9,-9,-9,-9
1149,Bad,-9,-9,-9,-9,-9,-9
1150,Bad,-9,-9,-9,-9,-9,-9
1151,Bad,-9,-9,-9,-9,-9,-9
1152,Bad,-9,-9,-9,-9,-9,-9
1153,Bad,-9,-9,-9,-9,-9,-9
1154,Bad,-9,-9,-9,-9,-9,-9
1155,Bad,-9,-9,-9,-9,-9,-9
1156,Bad,-9,-9,-9,-9,-9,-9
1157,Bad,-9,-9,-9,-9,-9,-9
1158,Bad,-9,-9,-9,-9,-9,-9
1159,Bad,-9,-9,-9,-9,-9,-9
1160,Good,-9,-9,-9,-9,-9,-9
1161,Bad,-9,-9,-9,-9,-9,-9
1162,Good,-9,-9,-9,-9,-9,-9
1163,Bad,-9,-9,-9,-9,-9,-9
1164,Bad,-9,-9,-9,-9,-9,-9
1165,Good,-9,-9,-9,-9,-9,-9
1166,Good,-9,-9,-9,-9,-9,-9
1167,Good,-9,-9,-9,-9,-9,-9
1168,Good,-9,-9,-9,-9,-9,-9
1169,Bad,-9,-9,-9,-9,-9,-9
1170,Bad,-9,-9,-9,-9,-9,-9
1171,Bad,-9,-9,-9,-9,-9,-9
1172,Bad,-9,-9,-9,-9,-9,-9
1173,Good,-9,-9,-9,-9,-9,-9
1174,Bad,-9,-9,-9,-9,-9,-9
1175,Bad,-9,-9,-9,-9,-9,-9
1176,Bad,-9,-9,-9,-9,-9,-9
1177,Good,-9,-9,-9,-9,-9,-9
1178,Bad,-9,-9,-9,-9,-9,-9
1179,Bad,-9,-9,-9,-9,-9,-9
1180,Good,-9,-9,-9,-9,-9,-9
1181,Bad,-9,-9,-9,-9,-9,-9
1182,Good,-9,-9,-9,-9,-9,-9
1183,Bad,-9,-9,-9,-9,-9,-9
1184,Bad,-9,-9,-9,-9,-9,-9
1185,Bad,-9,-9,-9,-9,-9,-9
1186,Good,-9,-9,-9,-9,-9,-9
1187,Bad,-9,-9,-9,-9,-9,-9
1188,Bad,-9,-9,-9,-9,-9,-9
1189,Bad,-9,-9,-9,-9,-9,-9
1190,Bad,-9,-9,-9,-9,-9,-9
1191,Good,-9,-9,-9,-9,-9,-9
1192,Bad,-9,-9,-9,-9,-9,-9
1193,Good,-9,-9,-9,-9,-9,-9
1194,Bad,-9,-9,-9,-9,-9,-9
1195,Good,-9,-9,-9,-9,-9,-9
1196,Bad,-9,-9,-9,-9,-9,-9
1197,Bad,-9,-9,-9,-9,-9,-9
1198,Bad,-9,-9,-9,-9,-9,-9
1199,Good,-9,-9,-9,-9,-9,-9
1200,Bad,-9,-9,-9,-9,-9,-9
1201,Bad,-9,-9,-9,-9,-9,-9
1202,Bad,-9,-9,-9,-9,-9,-9
1203,Good,-9,-9,-9,-9,-9,-9
1204,Bad,-9,-9,-9,-9,-9,-9
1205,Bad,-9,-9,-9,-9,-9,-9
1206,Bad,-9,-9,-9,-9,-9,-9
1207,Good,-9,-9,-9,-9,-9,-9
1208,Bad,-9,-9,-9,-9,-9,-9
1209,Bad,-9,-9,-9,-9,-9,-9
1210,Bad,-9,-9,-9,-9,-9,-9
1211,Bad,-9,-9,-9,-9,-9,-9
1212,Bad,-9,-9,-9,-9,-9,-9
1213,Bad,-9,-9,-9,-9,-9,-9
1214,Good,-9,-9,-9,-9,-9,-9
1215,Bad,-9,-9,-9,-9,-9,-9
1216,Bad,-9,-9,-9,-9,-9,-9
1217,Bad,-9,-9,-9,-9,-9,-9
1218,Bad,-9,-9,-9,-9,-9,-9
1219,Good,-9,-9,-9,-9,-9,-9
1220,Bad,-9,-9,-9,-9,-9,-9
1221,Bad,-9,-9,-9,-9,-9,-9
1222,Bad,-9,-9,-9,-9,-9,-9
1223,Good,-9,-9,-9,-9,-9,-9
1224,Bad,-9,-9,-9,-9,-9,-9
1225,Good,-9,-9,-9,-9,-9,-9
1226,Good,-9,-9,-9,-9,-9,-9
1227,Good,-9,-9,-9,-9,-9,-9
1228,Good,-9,-9,-9,-9,-9,-9
1229,Bad,-9,-9,-9,-9,-9,-9
1230,Bad,-9,-9,-9,-9,-9,-9
1231,Good,-9,-9,-9,-9,-9,-9
1232,Bad,-9,-9,-9,-9,-9,-9
1233,Good,-9,-9,-9,-9,-9,-9
1234,Bad,-9,-9,-9,-9,-9,-9
1235,Bad,-9,-9,-9,-9,-9,-9
1236,Bad,-9,-9,-9,-9,-9,-9
1237,Bad,-9,-9,-9,-9,-9,-9
1238,Bad,-9,-9,-9,-9,-9,-9
1239,Bad,-9,-9,-9,-9,-9,-9
1240,Good,-9,-9,-9,-9,-9,-9
1241,Bad,-9,-9,-9,-9,-9,-9
1242,Bad,-9,-9,-9,-9,-9,-9
1243,Bad,-9,-9,-9,-9,-9,-9
1244,Good,-9,-9,-9,-9,-9,-9
1245,Bad,-9,-9,-9,-9,-9,-9
1246,Bad,-9,-9,-9,-9,-9,-9
1247,Bad,-9,-9,-9,-9,-9,-9
1248,Bad,-9,-9,-9,-9,-9,-9
1249,Bad,-9,-9,-9,-9,-9,-9
1250,Bad,-9,-9,-9,-9,-9,-9
1251,Bad,-9,-9,-9,-9,-9,-9
1252,Good,-9,-9,-9,-9,-9,-9
1253,Good,-9,-9,-9,-9,-9,-9
1254,Bad,-9,-9,-9,-9,-9,-9
1255,Bad,-9,-9,-9,-9,-9,-9
1256,Bad,-9,-9,-9,-9,-9,-9
1257,Bad,-9,-9,-9,-9,-9,-9
1258,Bad,-9,-9,-9,-9,-9,-9
1259,Bad,-9,-9,-9,-9,-9,-9
1260,Bad,-9,-9,-9,-9,-9,-9
1261,Good,-9,-9,-9,-9,-9,-9
1262,Bad,-9,-9,-9,-9,-9,-9
1263,Good,-9,-9,-9,-9,-9,-9
1264,Good,-9,-9,-9,-9,-9,-9
1265,Bad,-9,-9,-9,-9,-9,-9
1266,Bad,-9,-9,-9,-9,-9,-9
1267,Bad,-9,-9,-9,-9,-9,-9
1268,Bad,-9,-9,-9,-9,-9,-9
1269,Bad,-9,-9,-9,-9,-9,-9
1270,Bad,-9,-9,-9,-9,-9,-9
1271,Good,-9,-9,-9,-9,-9,-9
1272,Good,-9,-9,-9,-9,-9,-9
1273,Good,-9,-9,-9,-9,-9,-9
1274,Good,-9,-9,-9,-9,-9,-9
1275,Good,-9,-9,-9,-9,-9,-9
1276,Good,-9,-9,-9,-9,-9,-9
1277,Good,-9,-9,-9,-9,-9,-9
1278,Bad,-9,-9,-9,-9,-9,-9
1279,Bad,-9,-9,-9,-9,-9,-9
1280,Bad,-9,-9,-9,-9,-9,-9
1281,Bad,-9,-9,-9,-9,-9,-9
1282,Good,-9,-9,-9,-9,-9,-9
1283,Good,-9,-9,-9,-9,-9,-9
1284,Bad,-9,-9,-9,-9,-9,-9
1285,Bad,-9,-9,-9,-9,-9,-9
1286,Bad,-9,-9,-9,-9,-9,-9
1287,Good,-9,-9,-9,-9,-9,-9
1288,Bad,-9,-9,-9,-9,-9,-9
1289,Bad,-9,-9,-9,-9,-9,-9
1290,Bad,-9,-9,-9,-9,-9,-9
1291,Bad,-9,-9,-9,-9,-9,-9
1292,Bad,-9,-9,-9,-9,-9,-9
1293,Good,-9,-9,-9,-9,-9,-9
1294,Bad,-9,-9,-9,-9,-9,-9
1295,Bad,-9,-9,-9,-9,-9,-9
1296,Bad,-9,-9,-9,-9,-9,-9
1297,Good,-9,-9,-9,-9,-9,-9
1298,Bad,-9,-9,-9,-9,-9,-9
1299,Bad,-9,-9,-9,-9,-9,-9
1300,Bad,-9,-9,-9,-9,-9,-9
1301,Bad,-9,-9,-9,-9,-9,-9
1302,Bad,-9,-9,-9,-9,-9,-9
1303,Bad,-9,-9,-9,-9,-9,-9
1304,Good,-9,-9,-9,-9,-9,-9
1305,Bad,-9,-9,-9,-9,-9,-9
1306,Bad,-9,-9,-9,-9,-9,-9
1307,Good,-9,-9,-9,-9,-9,-9
1308,Bad,-9,-9,-9,-9,-9,-9
1309,Bad,-9,-9,-9,-9,-9,-9
1310,Bad,-9,-9,-9,-9,-9,-9
1311,Bad,-9,-9,-9,-9,-9,-9
1312,Bad,-9,-9,-9,-9,-9,-9
1313,Bad,-9,-9,-9,-9,-9,-9
1314,Good,-9,-9,-9,-9,-9,-9
1315,Bad,-9,-9,-9,-9,-9,-9
1316,Bad,-9,-9,-9,-9,-9,-9
1317,Bad,-9,-9,-9,-9,-9,-9
1318,Bad,-9,-9,-9,-9,-9,-9
1319,Bad,-9,-9,-9,-9,-9,-9
1320,Bad,-9,-9,-9,-9,-9,-9
1321,Bad,-9,-9,-9,-9,-9,-9
1322,Good,-9,-9,-9,-9,-9,-9
1323,Good,-9,-9,-9,-9,-9,-9
1324,Bad,-9,-9,-9,-9,-9,-9
1325,Bad,-9,-9,-9,-9,-9,-9
1326,Good,-9,-9,-9,-9,-9,-9
1327,Bad,-9,-9,-9,-9,-9,-9
1328,Bad,-9,-9,-9,-9,-9,-9
1329,Bad,-9,-9,-9,-9,-9,-9
1330,Good,-9,-9,-9,-9,-9,-9
1331,Good,-9,-9,-9,-9,-9,-9
1332,Good,-9,-9,-9,-9,-9,-9
1333,Bad,-9,-9,-9,-9,-9,-9
1334,Good,-9,-9,-9,-9,-9,-9
1335,Bad,-9,-9,-9,-9,-9,-9
1336,Bad,-9,-9,-9,-9,-9,-9
1337,Bad,-9,-9,-9,-9,-9,-9
1338,Bad,-9,-9,-9,-9,-9,-9
1339,Good,-9,-9,-9,-9,-9,-9
1340,Bad,-9,-9,-9,-9,-9,-9
1341,Bad,-9,-9,-9,-9,-9,-9
1342,Good,-9,-9,-9,-9,-9,-9
1343,Good,-9,-9,-9,-9,-9,-9
1344,Bad,-9,-9,-9,-9,-9,-9
1345,Bad,-9,-9,-9,-9,-9,-9
1346,Bad,-9,-9,-9,-9,-9,-9
1347,Good,-9,-9,-9,-9,-9,-9
1348,Good,-9,-9,-9,-9,-9,-9
1349,Good,-9,-9,-9,-9,-9,-9
1350,Bad,-9,-9,-9,-9,-9,-9
1351,Bad,-9,-9,-9,-9,-9,-9
1352,Good,-9,-9,-9,-9,-9,-9
1353,Bad,-9,-9,-9,-9,-9,-9
1354,Good,-9,-9,-9,-9,-9,-9
1355,Good,-9,-9,-9,-9,-9,-9
1356,Bad,-9,-9,-9,-9,-9,-9
1357,Good,-9,-9,-9,-9,-9,-9
1358,Bad,-9,-9,-9,-9,-9,-9
1359,Bad,-9,-9,-9,-9,-9,-9
1360,Bad,-9,-9,-9,-9,-9,-9
1361,Bad,-9,-9,-9,-9,-9,-9
1362,Bad,-9,-9,-9,-9,-9,-9
1363,Bad,-9,-9,-9,-9,-9,-9
1364,Bad,-9,-9,-9,-9,-9,-9
1365,Good,-9,-9,-9,-9,-9,-9
1366,Bad,-9,-9,-9,-9,-9,-9
1367,Bad,-9,-9,-9,-9,-9,-9
1368,Good,-9,-9,-9,-9,-9,-9
1369,Bad,-9,-9,-9,-9,-9,-9
1370,Bad,-9,-9,-9,-9,-9,-9
1371,Bad,-9,-9,-9,-9,-9,-9
1372,Good,-9,-9,-9,-9,-9,-9
1373,Good,-9,-9,-9,-9,-9,-9
1374,Bad,-9,-9,-9,-9,-9,-9
1375,Good,-9,-9,-9,-9,-9,-9
1376,Bad,-9,-9,-9,-9,-9,-9
1377,Good,-9,-9,-9,-9,-9,-9
